Year,School,FSM,VR_Band,Gender,VR_BAND_Student,Ethnicity,School_Gender,School_Denomination,ExamScore
3,59,43,24,0,3,7,2,1,18
3,59,43,24,0,1,1,2,1,9
3,59,43,24,0,2,5,2,1,26
3,59,43,24,0,2,1,2,1,10
3,59,43,24,0,1,1,2,1,5
3,59,43,24,0,3,1,2,1,14
3,59,43,24,0,3,1,2,1,3
3,59,43,24,0,2,1,2,1,15
3,59,43,24,0,3,5,2,1,22
1,60,28,28,0,2,1,1,1,31
1,60,28,28,1,3,5,1,1,13
1,60,28,28,0,3,1,1,1,3
1,60,28,28,1,3,1,1,1,16
1,60,28,28,0,3,1,1,1,20
1,60,28,28,1,3,1,1,1,14
1,60,28,28,0,3,1,1,1,3
1,60,28,28,1,3,1,1,1,5
1,60,28,28,1,1,1,1,1,6
1,60,28,28,1,3,5,1,1,17
1,60,28,28,0,3,1,1,1,1
1,60,28,28,0,2,1,1,1,8
1,60,28,28,1,3,1,1,1,20
1,60,28,28,0,2,1,1,1,36
1,60,28,28,0,3,1,1,1,21
1,60,28,28,1,2,1,1,1,29
1,60,28,28,0,3,1,1,1,19
1,60,28,28,0,2,1,1,1,40
1,60,28,28,1,2,1,1,1,44
1,60,28,28,1,3,1,1,1,15
1,60,28,28,1,1,1,1,1,27
1,60,28,28,0,3,1,1,1,19
1,60,28,28,1,3,1,1,1,43
1,60,28,28,1,3,1,1,1,23
1,60,28,28,0,1,1,1,1,8
1,60,28,28,1,2,1,1,1,28
1,60,28,28,1,2,1,1,1,43
1,60,28,28,1,3,1,1,1,15
1,60,28,28,1,1,5,1,1,7
1,60,28,28,1,3,1,1,1,15
1,60,28,28,0,1,1,1,1,1
1,60,28,28,1,3,5,1,1,12
1,60,28,28,0,2,1,1,1,4
1,60,28,28,1,3,1,1,1,7
1,60,28,28,0,3,1,1,1,21
1,60,28,28,1,3,1,1,1,24
1,60,28,28,1,2,7,1,1,42
1,60,28,28,0,3,1,1,1,10
1,60,28,28,0,3,5,1,1,12
1,60,28,28,0,3,1,1,1,2
1,60,28,28,1,1,1,1,1,8
1,60,28,28,1,3,1,1,1,9
1,60,28,28,1,3,1,1,1,6
1,60,28,28,1,3,1,1,1,24
1,60,28,28,0,3,1,1,1,21
1,60,28,28,1,3,1,1,1,10
1,60,28,28,0,3,1,1,1,19
1,60,28,28,1,2,1,1,1,38
1,60,28,28,1,3,1,1,1,6
1,60,28,28,0,3,1,1,1,8
1,60,28,28,1,2,5,1,1,28
1,60,28,28,1,3,1,1,1,13
1,60,28,28,0,2,1,1,1,16
1,60,28,28,1,3,5,1,1,21
1,60,28,28,0,3,5,1,1,23
1,60,28,28,0,3,1,1,1,7
1,60,28,28,1,3,1,1,1,4
1,60,28,28,1,3,5,1,1,21
1,60,28,28,1,1,1,1,1,7
1,60,28,28,0,2,1,1,1,9
1,60,28,28,1,2,5,1,1,25
1,60,28,28,1,2,1,1,1,43
1,60,28,28,1,3,1,1,1,3
1,60,28,28,0,2,1,1,1,48
1,60,28,28,1,2,1,1,1,18
1,60,28,28,1,2,1,1,1,28
1,60,28,28,1,3,1,1,1,14
1,60,28,28,0,3,1,1,1,17
1,60,28,28,0,2,1,1,1,26
1,60,28,28,1,3,1,1,1,35
1,60,28,28,1,2,1,1,1,15
1,60,28,28,0,2,1,1,1,27
1,60,28,28,1,2,5,1,1,44
1,60,28,28,0,3,1,1,1,32
1,60,28,28,1,3,1,1,1,16
1,60,28,28,1,2,1,1,1,19
1,60,28,28,0,3,1,1,1,35
1,60,28,28,1,3,1,1,1,11
1,60,28,28,1,3,1,1,1,26
1,60,28,28,0,3,1,1,1,17
1,60,28,28,0,1,1,1,1,12
1,60,28,28,0,2,5,1,1,8
1,60,28,28,1,1,1,1,1,14
1,60,28,28,1,2,1,1,1,32
1,60,28,28,1,3,5,1,1,11
1,60,28,28,0,2,1,1,1,24
1,60,28,28,1,2,1,1,1,11
1,60,28,28,1,3,1,1,1,43
1,60,28,28,0,3,5,1,1,10
1,60,28,28,1,2,1,1,1,11
1,60,28,28,1,3,1,1,1,10
1,60,28,28,1,3,1,1,1,20
1,60,28,28,0,3,1,1,1,7
1,60,28,28,1,2,5,1,1,26
1,60,28,28,1,3,5,1,1,19
1,60,28,28,1,3,1,1,1,10
1,60,28,28,0,2,1,1,1,10
1,60,28,28,1,2,1,1,1,9
1,60,28,28,0,3,5,1,1,6
1,60,28,28,1,2,1,1,1,12
3,60,30,20,0,1,1,1,1,1
3,60,30,20,0,3,1,1,1,28
3,60,30,20,0,3,1,1,1,27
3,60,30,20,1,3,1,1,1,14
3,60,30,20,1,3,1,1,1,12
3,60,30,20,1,3,1,1,1,21
3,60,30,20,1,3,9,1,1,37
3,60,30,20,1,3,1,1,1,19
3,60,30,20,0,3,1,1,1,11
3,60,30,20,0,3,1,1,1,18
3,60,30,20,1,1,1,1,1,18
3,60,30,20,1,3,1,1,1,18
3,60,30,20,0,3,1,1,1,4
3,60,30,20,1,3,1,1,1,11
3,60,30,20,0,2,1,1,1,32
3,60,30,20,1,2,1,1,1,41
3,60,30,20,0,3,1,1,1,15
3,60,30,20,0,1,1,1,1,3
3,60,30,20,0,1,1,1,1,13
3,60,30,20,0,1,1,1,1,5
3,60,30,20,0,1,1,1,1,20
3,60,30,20,1,3,1,1,1,10
3,60,30,20,1,3,1,1,1,29
3,60,30,20,0,3,1,1,1,12
3,60,30,20,1,3,1,1,1,23
3,60,30,20,0,3,1,1,1,7
3,60,30,20,1,1,5,1,1,12
3,60,30,20,1,3,10,1,1,18
3,60,30,20,1,2,1,1,1,38
3,60,30,20,0,3,1,1,1,7
3,60,30,20,0,3,1,1,1,19
3,60,30,20,1,2,1,1,1,41
3,60,30,20,1,3,1,1,1,25
3,60,30,20,0,3,1,1,1,1
3,60,30,20,1,2,1,1,1,21
3,60,30,20,0,3,1,1,1,18
3,60,30,20,0,2,1,1,1,35
3,60,30,20,1,3,1,1,1,3
3,60,30,20,1,3,1,1,1,20
3,60,30,20,1,3,1,1,1,17
3,60,30,20,1,1,1,1,1,9
3,60,30,20,1,3,1,1,1,22
3,60,30,20,0,2,1,1,1,2
3,60,30,20,0,2,1,1,1,23
3,60,30,20,0,2,1,1,1,21
3,60,30,20,1,3,1,1,1,13
3,60,30,20,1,3,1,1,1,15
3,60,30,20,0,1,1,1,1,1
3,60,30,20,0,3,1,1,1,29
3,60,30,20,0,3,1,1,1,22
3,60,30,20,1,1,1,1,1,18
3,60,30,20,0,3,1,1,1,18
3,60,30,20,0,2,1,1,1,32
3,60,30,20,0,3,1,1,1,11
3,60,30,20,0,2,1,1,1,22
3,60,30,20,1,3,1,1,1,29
3,60,30,20,1,1,1,1,1,17
3,60,30,20,0,1,1,1,1,5
3,60,30,20,0,2,1,1,1,13
3,60,30,20,1,2,1,1,1,20
3,60,30,20,1,3,1,1,1,23
3,60,30,20,0,2,1,1,1,25
3,60,30,20,1,3,1,1,1,5
3,60,30,20,1,1,1,1,1,11
3,60,30,20,0,3,1,1,1,28
3,60,30,20,1,3,1,1,1,3
3,60,30,20,1,3,1,1,1,1
3,60,30,20,0,2,1,1,1,37
3,60,30,20,0,2,1,1,1,55
3,60,30,20,0,2,1,1,1,26
3,60,30,20,1,3,1,1,1,24
3,60,30,20,1,3,1,1,1,20
3,60,30,20,0,2,1,1,1,43
3,60,30,20,1,3,5,1,1,14
3,60,30,20,0,1,1,1,1,5
3,60,30,20,1,2,1,1,1,50
3,60,30,20,1,3,1,1,1,18
3,60,30,20,1,2,1,1,1,49
3,60,30,20,0,2,1,1,1,39
3,60,30,20,0,1,1,1,1,12
3,60,30,20,0,3,1,1,1,31
1,61,37,23,1,2,1,3,1,31
1,61,37,23,1,2,1,3,1,9
1,61,37,23,1,1,5,3,1,11
1,61,37,23,1,3,1,3,1,21
1,61,37,23,1,2,1,3,1,34
1,61,37,23,1,3,1,3,1,2
1,61,37,23,1,3,5,3,1,19
1,61,37,23,1,3,1,3,1,7
1,61,37,23,1,2,1,3,1,23
1,61,37,23,1,1,1,3,1,2
1,61,37,23,1,2,1,3,1,5
1,61,37,23,1,2,1,3,1,7
1,61,37,23,1,3,1,3,1,20
1,61,37,23,1,3,5,3,1,14
1,61,37,23,1,3,5,3,1,14
1,61,37,23,1,3,1,3,1,13
1,61,37,23,1,2,1,3,1,41
1,61,37,23,1,1,1,3,1,9
1,61,37,23,1,2,1,3,1,31
1,61,37,23,1,3,1,3,1,5
1,61,37,23,1,3,1,3,1,13
1,61,37,23,1,2,1,3,1,16
1,61,37,23,1,2,7,3,1,44
1,61,37,23,1,3,1,3,1,7
1,61,37,23,1,2,1,3,1,53
1,61,37,23,1,3,8,3,1,18
1,61,37,23,1,3,1,3,1,7
1,61,37,23,1,2,1,3,1,32
1,61,37,23,1,3,1,3,1,20
1,61,37,23,1,2,1,3,1,66
1,61,37,23,1,3,1,3,1,14
1,61,37,23,1,2,5,3,1,8
1,61,37,23,1,3,5,3,1,22
1,61,37,23,1,3,5,3,1,15
1,61,37,23,1,2,1,3,1,60
1,61,37,23,1,1,8,3,1,15
1,61,37,23,1,3,1,3,1,15
1,61,37,23,1,2,1,3,1,59
1,61,37,23,1,1,5,3,1,4
1,61,37,23,1,1,1,3,1,10
1,61,37,23,1,1,5,3,1,13
1,61,37,23,1,2,1,3,1,37
1,61,37,23,1,3,1,3,1,18
1,61,37,23,1,3,1,3,1,5
1,61,37,23,1,1,1,3,1,12
1,61,37,23,1,3,2,3,1,12
1,61,37,23,1,2,5,3,1,37
1,61,37,23,1,2,1,3,1,36
1,61,37,23,1,3,1,3,1,7
1,61,37,23,1,3,1,3,1,14
1,61,37,23,1,3,5,3,1,28
1,61,37,23,1,1,8,3,1,17
1,61,37,23,1,2,2,3,1,69
1,61,37,23,1,3,10,3,1,37
1,61,37,23,1,3,2,3,1,8
1,61,37,23,1,1,1,3,1,11
1,61,37,23,1,3,1,3,1,10
1,61,37,23,1,2,1,3,1,6
1,61,37,23,1,1,8,3,1,3
1,61,37,23,1,3,5,3,1,24
1,61,37,23,1,3,1,3,1,10
1,61,37,23,1,3,5,3,1,33
1,61,37,23,1,3,5,3,1,15
1,61,37,23,1,3,5,3,1,12
1,61,37,23,1,3,5,3,1,8
1,61,37,23,1,3,5,3,1,19
1,61,37,23,1,3,5,3,1,10
1,61,37,23,1,2,1,3,1,27
1,61,37,23,1,3,1,3,1,20
1,61,37,23,1,1,1,3,1,4
1,61,37,23,1,2,1,3,1,32
1,61,37,23,1,3,5,3,1,21
1,61,37,23,1,3,5,3,1,3
1,61,37,23,1,2,2,3,1,50
1,62,35,19,1,3,1,1,1,21
1,62,35,19,0,3,11,1,1,16
1,62,35,19,1,2,1,1,1,13
1,62,35,19,1,2,1,1,1,30
1,62,35,19,0,1,5,1,1,9
1,62,35,19,1,2,1,1,1,42
1,62,35,19,1,3,1,1,1,4
1,62,35,19,1,3,7,1,1,36
1,62,35,19,1,3,1,1,1,26
1,62,35,19,1,2,1,1,1,5
1,62,35,19,0,1,1,1,1,17
1,62,35,19,1,2,1,1,1,40
1,62,35,19,0,3,1,1,1,7
1,62,35,19,1,3,1,1,1,22
1,62,35,19,1,3,1,1,1,2
1,62,35,19,1,1,4,1,1,25
1,62,35,19,1,3,1,1,1,13
1,62,35,19,1,2,1,1,1,45
1,62,35,19,1,3,1,1,1,5
1,62,35,19,1,2,1,1,1,7
1,62,35,19,0,3,1,1,1,6
1,62,35,19,1,1,1,1,1,12
1,62,35,19,0,3,1,1,1,6
1,62,35,19,0,2,1,1,1,10
1,62,35,19,1,3,1,1,1,56
1,62,35,19,0,1,1,1,1,2
1,62,35,19,1,3,1,1,1,27
1,62,35,19,0,1,1,1,1,6
1,62,35,19,0,3,10,1,1,16
1,62,35,19,1,3,1,1,1,8
1,62,35,19,0,2,1,1,1,18
1,62,35,19,1,2,1,1,1,12
1,62,35,19,1,3,1,1,1,27
1,62,35,19,0,3,7,1,1,18
1,62,35,19,1,3,1,1,1,7
1,62,35,19,0,1,1,1,1,4
1,62,35,19,1,2,1,1,1,39
1,62,35,19,0,3,1,1,1,16
1,62,35,19,0,3,1,1,1,1
1,62,35,19,0,3,1,1,1,3
1,62,35,19,0,3,1,1,1,22
1,62,35,19,1,2,1,1,1,56
1,62,35,19,0,3,1,1,1,25
1,62,35,19,1,2,1,1,1,39
1,62,35,19,0,2,1,1,1,30
1,62,35,19,0,2,1,1,1,25
1,62,35,19,0,2,1,1,1,27
1,62,35,19,0,1,1,1,1,15
1,62,35,19,1,1,1,1,1,1
1,62,35,19,1,2,1,1,1,39
1,62,35,19,0,3,1,1,1,8
1,62,35,19,1,3,1,1,1,14
1,62,35,19,0,3,1,1,1,17
1,62,35,19,1,1,1,1,1,13
2,62,52,20,0,2,1,1,1,16
2,62,52,20,0,2,1,1,1,59
2,62,52,20,0,3,1,1,1,10
2,62,52,20,1,2,1,1,1,29
2,62,52,20,0,3,1,1,1,11
2,62,52,20,0,2,1,1,1,48
2,62,52,20,0,3,1,1,1,4
2,62,52,20,0,3,1,1,1,3
2,62,52,20,1,3,1,1,1,25
2,62,52,20,1,3,1,1,1,14
2,62,52,20,1,2,1,1,1,21
2,62,52,20,0,3,1,1,1,7
2,62,52,20,1,2,1,1,1,38
2,62,52,20,1,3,1,1,1,29
2,62,52,20,0,3,1,1,1,16
2,62,52,20,1,2,1,1,1,25
2,62,52,20,1,2,1,1,1,41
2,62,52,20,1,3,1,1,1,18
2,62,52,20,1,2,1,1,1,16
2,62,52,20,0,1,1,1,1,1
2,62,52,20,1,2,1,1,1,39
2,62,52,20,0,1,1,1,1,3
2,62,52,20,1,1,1,1,1,2
2,62,52,20,1,2,1,1,1,30
2,62,52,20,0,2,4,1,1,43
2,62,52,20,1,2,1,1,1,45
2,62,52,20,1,1,1,1,1,2
2,62,52,20,0,1,1,1,1,3
2,62,52,20,1,3,1,1,1,25
2,62,52,20,1,3,1,1,1,13
2,62,52,20,0,1,1,1,1,5
2,62,52,20,1,2,1,1,1,11
2,62,52,20,0,3,1,1,1,8
2,62,52,20,0,2,1,1,1,13
2,62,52,20,0,3,1,1,1,3
2,62,52,20,1,3,1,1,1,28
2,62,52,20,0,3,7,1,1,11
2,62,52,20,1,3,1,1,1,13
2,62,52,20,1,3,1,1,1,6
2,62,52,20,1,3,1,1,1,1
2,62,52,20,1,1,1,1,1,13
2,62,52,20,1,2,1,1,1,17
2,62,52,20,0,1,5,1,1,2
2,62,52,20,0,3,1,1,1,7
2,62,52,20,1,3,1,1,1,8
2,62,52,20,1,3,1,1,1,13
2,62,52,20,0,3,1,1,1,16
2,62,52,20,0,1,1,1,1,10
2,62,52,20,1,3,1,1,1,13
2,62,52,20,1,3,1,1,1,44
2,62,52,20,0,3,4,1,1,22
2,62,52,20,1,3,1,1,1,21
2,62,52,20,1,3,6,1,1,13
2,62,52,20,0,1,3,1,1,7
2,62,52,20,0,3,1,1,1,16
2,62,52,20,1,1,1,1,1,5
2,62,52,20,1,3,1,1,1,2
2,62,52,20,0,2,1,1,1,29
2,62,52,20,0,1,1,1,1,7
2,62,52,20,0,3,1,1,1,10
2,62,52,20,1,2,5,1,1,46
3,62,52,13,1,3,1,1,1,28
3,62,52,13,1,1,11,1,1,37
3,62,52,13,1,2,1,1,1,40
3,62,52,13,1,1,1,1,1,15
3,62,52,13,0,3,1,1,1,41
3,62,52,13,0,3,4,1,1,18
3,62,52,13,1,3,1,1,1,27
3,62,52,13,0,3,1,1,1,8
3,62,52,13,1,3,1,1,1,27
3,62,52,13,0,1,1,1,1,9
3,62,52,13,0,3,1,1,1,17
3,62,52,13,0,1,1,1,1,7
3,62,52,13,0,2,1,1,1,38
3,62,52,13,1,3,1,1,1,17
3,62,52,13,0,2,1,1,1,4
3,62,52,13,0,1,8,1,1,9
3,62,52,13,0,1,4,1,1,7
3,62,52,13,0,1,1,1,1,9
3,62,52,13,0,3,1,1,1,14
3,62,52,13,1,2,1,1,1,19
3,62,52,13,1,2,1,1,1,44
3,62,52,13,0,3,10,1,1,36
3,62,52,13,1,2,5,1,1,33
3,62,52,13,1,3,1,1,1,31
3,62,52,13,1,3,1,1,1,29
3,62,52,13,1,3,1,1,1,37
3,62,52,13,1,3,1,1,1,42
3,62,52,13,0,3,1,1,1,6
3,62,52,13,0,1,4,1,1,8
3,62,52,13,0,2,1,1,1,37
3,62,52,13,1,3,1,1,1,24
3,62,52,13,1,2,1,1,1,29
3,62,52,13,1,3,1,1,1,11
3,62,52,13,1,2,5,1,1,45
3,62,52,13,1,1,1,1,1,2
3,62,52,13,0,3,1,1,1,44
3,62,52,13,0,3,2,1,1,8
3,62,52,13,1,3,1,1,1,11
3,62,52,13,0,3,4,1,1,22
3,62,52,13,1,3,11,1,1,39
3,62,52,13,0,1,1,1,1,1
3,62,52,13,1,1,1,1,1,17
3,62,52,13,0,3,1,1,1,9
3,62,52,13,0,1,1,1,1,1
3,62,52,13,1,1,1,1,1,1
3,62,52,13,0,3,1,1,1,53
3,62,52,13,1,2,1,1,1,3
3,62,52,13,1,1,1,1,1,5
3,62,52,13,0,3,1,1,1,4
3,62,52,13,1,2,1,1,1,38
3,62,52,13,1,3,1,1,1,1
3,62,52,13,1,3,1,1,1,11
3,62,52,13,0,3,1,1,1,40
1,63,54,15,1,2,1,3,3,22
1,63,54,15,1,3,11,3,3,23
1,63,54,15,1,1,1,3,3,16
1,63,54,15,1,1,5,3,3,9
1,63,54,15,1,2,11,3,3,52
1,63,54,15,1,3,1,3,3,21
1,63,54,15,1,3,1,3,3,19
1,63,54,15,1,3,1,3,3,22
1,63,54,15,1,3,11,3,3,36
1,63,54,15,1,3,11,3,3,26
1,63,54,15,1,3,1,3,3,21
1,63,54,15,1,1,5,3,3,11
1,63,54,15,1,3,6,3,3,38
1,63,54,15,1,2,5,3,3,17
1,63,54,15,1,3,1,3,3,10
1,63,54,15,1,3,1,3,3,7
1,63,54,15,1,2,1,3,3,21
1,63,54,15,1,3,1,3,3,19
1,63,54,15,1,1,11,3,3,7
1,63,54,15,1,3,1,3,3,38
1,63,54,15,1,1,1,3,3,19
1,63,54,15,1,1,1,3,3,14
1,63,54,15,1,3,3,3,3,20
1,63,54,15,1,3,1,3,3,29
1,63,54,15,1,2,1,3,3,29
1,63,54,15,1,3,1,3,3,24
1,63,54,15,1,2,1,3,3,26
2,63,62,23,1,3,1,3,3,17
2,63,62,23,1,2,1,3,3,34
2,63,62,23,1,1,7,3,3,8
2,63,62,23,1,3,1,3,3,26
2,63,62,23,1,2,11,3,3,45
2,63,62,23,1,2,1,3,3,39
2,63,62,23,1,1,1,3,3,10
2,63,62,23,1,3,1,3,3,23
2,63,62,23,1,1,6,3,3,3
2,63,62,23,1,3,5,3,3,38
2,63,62,23,1,3,11,3,3,21
2,63,62,23,1,2,1,3,3,27
2,63,62,23,1,2,1,3,3,47
2,63,62,23,1,1,11,3,3,23
2,63,62,23,1,1,1,3,3,12
2,63,62,23,1,2,1,3,3,57
2,63,62,23,1,3,11,3,3,57
2,63,62,23,1,3,1,3,3,7
2,63,62,23,1,3,1,3,3,6
2,63,62,23,1,3,1,3,3,7
2,63,62,23,1,3,11,3,3,38
2,63,62,23,1,2,1,3,3,38
2,63,62,23,1,2,11,3,3,33
2,63,62,23,1,2,6,3,3,24
2,63,62,23,1,3,6,3,3,26
2,63,62,23,1,3,6,3,3,25
2,63,62,23,1,3,1,3,3,22
2,63,62,23,1,2,5,3,3,51
2,63,62,23,1,3,5,3,3,16
2,63,62,23,1,1,1,3,3,19
2,63,62,23,1,2,5,3,3,22
2,63,62,23,1,3,2,3,3,36
2,63,62,23,1,3,6,3,3,26
2,63,62,23,1,2,5,3,3,34
2,63,62,23,1,3,5,3,3,22
3,63,62,18,1,3,1,3,3,13
3,63,62,18,1,1,5,3,3,13
3,63,62,18,1,3,5,3,3,14
3,63,62,18,1,2,5,3,3,41
3,63,62,18,1,3,1,3,3,10
3,63,62,18,1,3,1,3,3,24
3,63,62,18,1,3,2,3,3,37
3,63,62,18,1,2,1,3,3,6
3,63,62,18,1,3,11,3,3,36
3,63,62,18,1,3,5,3,3,38
3,63,62,18,1,1,5,3,3,8
3,63,62,18,1,2,11,3,3,32
3,63,62,18,1,1,5,3,3,18
3,63,62,18,1,3,11,3,3,28
3,63,62,18,1,3,1,3,3,20
3,63,62,18,1,3,5,3,3,14
3,63,62,18,1,1,5,3,3,14
3,63,62,18,1,1,1,3,3,8
3,63,62,18,1,1,11,3,3,18
3,63,62,18,1,3,5,3,3,26
3,63,62,18,1,2,1,3,3,24
3,63,62,18,1,3,1,3,3,6
3,63,62,18,1,1,1,3,3,23
3,63,62,18,1,3,11,3,3,25
3,63,62,18,1,3,1,3,3,26
3,63,62,18,1,1,5,3,3,8
3,63,62,18,1,1,5,3,3,7
3,63,62,18,1,1,1,3,3,14
3,63,62,18,1,3,2,3,3,32
3,63,62,18,1,3,5,3,3,30
3,63,62,18,1,1,1,3,3,16
3,63,62,18,1,1,1,3,3,11
2,64,30,27,1,2,1,1,1,16
2,64,30,27,1,3,1,1,1,14
2,64,30,27,0,3,1,1,1,21
2,64,30,27,0,3,8,1,1,42
2,64,30,27,0,3,7,1,1,18
2,64,30,27,0,3,5,1,1,8
2,64,30,27,1,3,1,1,1,29
2,64,30,27,1,3,7,1,1,23
2,64,30,27,1,3,1,1,1,12
2,64,30,27,1,1,1,1,1,11
2,64,30,27,0,1,1,1,1,14
2,64,30,27,0,2,1,1,1,12
2,64,30,27,1,3,1,1,1,22
2,64,30,27,0,3,1,1,1,22
2,64,30,27,0,3,1,1,1,4
2,64,30,27,1,3,1,1,1,12
2,64,30,27,0,3,1,1,1,18
2,64,30,27,0,3,1,1,1,31
2,64,30,27,0,3,1,1,1,1
2,64,30,27,0,3,1,1,1,15
2,64,30,27,1,2,1,1,1,43
2,64,30,27,1,3,1,1,1,1
2,64,30,27,1,3,1,1,1,1
2,64,30,27,1,3,1,1,1,1
2,64,30,27,1,3,1,1,1,31
2,64,30,27,0,2,1,1,1,28
2,64,30,27,0,3,1,1,1,9
2,64,30,27,0,3,1,1,1,24
2,64,30,27,1,3,1,1,1,13
2,64,30,27,0,3,1,1,1,19
2,64,30,27,1,2,1,1,1,40
2,64,30,27,1,1,1,1,1,3
2,64,30,27,1,1,1,1,1,9
2,64,30,27,0,2,1,1,1,55
2,64,30,27,0,3,1,1,1,22
2,64,30,27,0,3,11,1,1,3
2,64,30,27,0,3,1,1,1,14
2,64,30,27,1,3,1,1,1,15
2,64,30,27,1,3,1,1,1,42
2,64,30,27,0,3,1,1,1,20
2,64,30,27,0,2,1,1,1,37
2,64,30,27,1,3,1,1,1,11
2,64,30,27,0,3,1,1,1,24
2,64,30,27,0,1,1,1,1,1
2,64,30,27,0,1,1,1,1,7
2,64,30,27,0,1,1,1,1,14
2,64,30,27,0,3,1,1,1,21
2,64,30,27,1,3,5,1,1,22
2,64,30,27,0,3,1,1,1,3
2,64,30,27,1,2,7,1,1,22
2,64,30,27,0,3,1,1,1,19
2,64,30,27,0,2,1,1,1,38
2,64,30,27,1,2,1,1,1,43
2,64,30,27,1,2,1,1,1,43
2,64,30,27,0,2,7,1,1,25
2,64,30,27,1,2,1,1,1,36
2,64,30,27,0,3,1,1,1,33
2,64,30,27,0,1,1,1,1,4
2,64,30,27,1,3,1,1,1,41
2,64,30,27,0,2,1,1,1,13
2,64,30,27,0,2,1,1,1,38
2,64,30,27,0,3,1,1,1,18
2,64,30,27,1,3,1,1,1,10
2,64,30,27,0,3,1,1,1,20
3,64,30,26,0,3,1,1,1,11
3,64,30,26,1,3,1,1,1,13
3,64,30,26,1,2,1,1,1,41
3,64,30,26,1,2,1,1,1,20
3,64,30,26,1,1,1,1,1,1
3,64,30,26,1,3,1,1,1,18
3,64,30,26,1,3,1,1,1,19
3,64,30,26,0,2,1,1,1,50
3,64,30,26,0,3,1,1,1,7
3,64,30,26,1,3,1,1,1,29
3,64,30,26,1,1,1,1,1,3
3,64,30,26,0,2,1,1,1,42
3,64,30,26,0,3,1,1,1,23
3,64,30,26,0,1,1,1,1,9
3,64,30,26,1,3,1,1,1,4
3,64,30,26,0,2,1,1,1,17
3,64,30,26,1,1,1,1,1,6
3,64,30,26,0,3,10,1,1,16
3,64,30,26,1,1,5,1,1,4
3,64,30,26,0,2,1,1,1,12
3,64,30,26,1,3,1,1,1,31
3,64,30,26,0,3,7,1,1,30
3,64,30,26,0,2,1,1,1,19
3,64,30,26,1,3,1,1,1,15
3,64,30,26,1,3,1,1,1,18
3,64,30,26,0,3,1,1,1,12
3,64,30,26,1,3,1,1,1,2
3,64,30,26,1,2,1,1,1,31
3,64,30,26,1,1,1,1,1,3
3,64,30,26,0,2,1,1,1,25
3,64,30,26,1,3,1,1,1,14
3,64,30,26,0,1,1,1,1,8
3,64,30,26,1,3,1,1,1,10
3,64,30,26,0,1,1,1,1,5
3,64,30,26,1,3,1,1,1,13
3,64,30,26,1,2,1,1,1,26
3,64,30,26,1,3,1,1,1,15
3,64,30,26,1,3,1,1,1,4
3,64,30,26,1,2,1,1,1,46
3,64,30,26,0,2,9,1,1,44
3,64,30,26,0,2,1,1,1,23
3,64,30,26,0,3,1,1,1,38
3,64,30,26,1,2,1,1,1,43
3,64,30,26,1,1,1,1,1,24
3,64,30,26,0,1,1,1,1,11
3,64,30,26,1,3,1,1,1,37
3,64,30,26,0,3,1,1,1,6
3,64,30,26,1,3,1,1,1,26
3,64,30,26,1,2,1,1,1,46
3,64,30,26,0,3,1,1,1,25
3,64,30,26,1,1,7,1,1,11
3,64,30,26,1,3,1,1,1,13
3,64,30,26,1,2,11,1,1,43
3,64,30,26,1,3,1,1,1,4
3,64,30,26,1,3,1,1,1,21
3,64,30,26,0,1,1,1,1,5
3,64,30,26,1,3,7,1,1,33
3,64,30,26,0,2,1,1,1,25
3,64,30,26,0,3,1,1,1,12
3,64,30,26,1,3,5,1,1,1
3,64,30,26,1,3,1,1,1,21
3,64,30,26,0,3,1,1,1,5
3,64,30,26,0,2,1,1,1,45
3,64,30,26,0,3,5,1,1,23
3,64,30,26,0,2,1,1,1,43
3,64,30,26,1,3,1,1,1,42
3,64,30,26,0,1,5,1,1,1
1,65,25,24,1,3,1,1,1,5
1,65,25,24,1,3,1,1,1,29
1,65,25,24,1,3,1,1,1,24
1,65,25,24,1,2,1,1,1,19
1,65,25,24,1,2,1,1,1,34
1,65,25,24,1,3,1,1,1,20
1,65,25,24,1,3,6,1,1,7
1,65,25,24,1,3,1,1,1,16
1,65,25,24,0,3,1,1,1,15
1,65,25,24,1,3,6,1,1,28
1,65,25,24,0,2,1,1,1,3
1,65,25,24,0,3,7,1,1,19
1,65,25,24,1,1,5,1,1,7
1,65,25,24,1,3,1,1,1,9
1,65,25,24,1,3,1,1,1,11
1,65,25,24,1,3,1,1,1,32
1,65,25,24,1,3,1,1,1,32
1,65,25,24,1,2,1,1,1,43
1,65,25,24,1,1,1,1,1,15
1,65,25,24,1,1,1,1,1,1
1,65,25,24,1,3,1,1,1,19
1,65,25,24,1,2,1,1,1,29
1,65,25,24,1,3,1,1,1,27
1,65,25,24,1,2,1,1,1,7
1,65,25,24,0,2,1,1,1,23
1,65,25,24,1,3,7,1,1,27
1,65,25,24,1,2,1,1,1,14
1,65,25,24,0,3,1,1,1,3
1,65,25,24,0,3,1,1,1,19
1,65,25,24,1,2,1,1,1,30
1,65,25,24,1,3,1,1,1,19
1,65,25,24,1,2,1,1,1,43
1,65,25,24,1,2,1,1,1,19
1,65,25,24,1,3,8,1,1,35
1,65,25,24,0,3,1,1,1,20
1,65,25,24,0,2,2,1,1,11
1,65,25,24,0,2,1,1,1,27
1,65,25,24,1,2,1,1,1,21
1,65,25,24,1,3,1,1,1,23
1,65,25,24,1,2,1,1,1,20
