Linkage,Affinity,Number_of_Clusters,TASK_Group
complete,manhattan,15,"{'0': [20, 67, 90, 57, 27, 59, 70], '1': [84, 87], '2': [83, 5, 46, 12, 6, 10], '3': [2, 55], '4': [78], '5': [30, 24], '6': [25, 9], '7': [85], '8': [91], '9': [81], '10': [86], '11': [80], '12': [52, 61, 89, 92], '13': [76], '14': [22, 28, 18]}"
complete,manhattan,16,"{'0': [84, 87], '1': [2, 55], '2': [83, 5, 46, 12, 6, 10], '3': [20, 67, 90, 57, 27, 70], '4': [78], '5': [30, 24], '6': [25, 9], '7': [59], '8': [91], '9': [81], '10': [86], '11': [80], '12': [52, 61, 89, 92], '13': [76], '14': [22, 28, 18], '15': [85]}"
complete,manhattan,17,"{'0': [83, 5, 46, 12, 6, 10], '1': [2, 55], '2': [30, 24], '3': [20, 67, 90, 57, 27, 70], '4': [78], '5': [52, 61, 89, 92], '6': [25, 9], '7': [59], '8': [91], '9': [81], '10': [86], '11': [80], '12': [87], '13': [76], '14': [22, 28, 18], '15': [85], '16': [84]}"
complete,manhattan,18,"{'0': [2, 55], '1': [12, 6, 10], '2': [30, 24], '3': [20, 67, 90, 57, 27, 70], '4': [78], '5': [52, 61, 89, 92], '6': [25, 9], '7': [59], '8': [83, 5, 46], '9': [81], '10': [86], '11': [80], '12': [87], '13': [76], '14': [22, 28, 18], '15': [85], '16': [84], '17': [91]}"
complete,manhattan,19,"{'0': [30, 24], '1': [12, 6, 10], '2': [52, 61, 89, 92], '3': [20, 67, 90, 57, 27, 70], '4': [78], '5': [87], '6': [25, 9], '7': [59], '8': [83, 5, 46], '9': [81], '10': [86], '11': [80], '12': [55], '13': [76], '14': [22, 28, 18], '15': [85], '16': [84], '17': [91], '18': [2]}"
complete,manhattan,20,"{'0': [52, 61, 89, 92], '1': [12, 6, 10], '2': [25, 9], '3': [20, 67, 90, 57, 27, 70], '4': [30], '5': [87], '6': [22, 28, 18], '7': [59], '8': [83, 5, 46], '9': [78], '10': [86], '11': [80], '12': [55], '13': [76], '14': [24], '15': [85], '16': [84], '17': [91], '18': [2], '19': [81]}"
complete,cosine,2,"{'0': [52, 81, 80, 76, 20, 78, 5, 30, 2, 55, 12, 61, 67, 90, 91, 22, 89, 57, 6, 28, 24, 59, 70, 92, 18, 10], '1': [83, 25, 85, 86, 84, 87, 46, 9, 27]}"
complete,cosine,3,"{'0': [52, 81, 80, 20, 5, 2, 55, 12, 61, 67, 90, 89, 57, 6, 59, 70, 92, 10], '1': [83, 25, 85, 86, 84, 87, 46, 9, 27], '2': [76, 78, 30, 91, 22, 28, 24, 18]}"
complete,cosine,4,"{'0': [83, 25, 85, 86, 84, 87, 46, 9, 27], '1': [81, 80, 20, 5, 12, 67, 90, 57, 6, 59, 70, 10], '2': [76, 78, 30, 91, 22, 28, 24, 18], '3': [52, 2, 55, 61, 89, 92]}"
complete,cosine,5,"{'0': [76, 78, 30, 91, 22, 28, 24, 18], '1': [81, 80, 20, 5, 12, 67, 90, 57, 6, 59, 70, 10], '2': [25, 85, 86, 9, 27], '3': [52, 2, 55, 61, 89, 92], '4': [83, 84, 87, 46]}"
complete,cosine,6,"{'0': [25, 85, 86, 9, 27], '1': [81, 80, 20, 5, 12, 67, 90, 57, 6, 59, 70, 10], '2': [30, 91, 22, 28, 24, 18], '3': [52, 2, 55, 61, 89, 92], '4': [83, 84, 87, 46], '5': [76, 78]}"
complete,cosine,7,"{'0': [81, 80, 20, 5, 12, 67, 90, 57, 6, 59, 70, 10], '1': [52, 2, 55, 61, 89, 92], '2': [30, 91, 22, 28, 24, 18], '3': [25, 86, 9], '4': [83, 84, 87, 46], '5': [76, 78], '6': [85, 27]}"
complete,cosine,8,"{'0': [52, 2, 55, 61, 89, 92], '1': [20, 12, 90, 70, 10], '2': [30, 91, 22, 28, 24, 18], '3': [81, 80, 5, 67, 57, 6, 59], '4': [83, 84, 87, 46], '5': [76, 78], '6': [85, 27], '7': [25, 86, 9]}"
complete,cosine,9,"{'0': [20, 12, 90, 70, 10], '1': [83, 84, 87, 46], '2': [30, 91, 22, 28, 24, 18], '3': [81, 80, 5, 67, 57, 6, 59], '4': [52, 61, 89, 92], '5': [76, 78], '6': [85, 27], '7': [25, 86, 9], '8': [2, 55]}"
complete,cosine,10,"{'0': [30, 91, 22, 28, 24, 18], '1': [83, 84, 87, 46], '2': [76, 78], '3': [81, 80, 5, 67, 57, 6, 59], '4': [52, 61, 89, 92], '5': [12, 10], '6': [85, 27], '7': [25, 86, 9], '8': [2, 55], '9': [20, 90, 70]}"
complete,cosine,11,"{'0': [83, 84, 87, 46], '1': [81, 80, 5, 67, 57, 6, 59], '2': [76, 78], '3': [91, 28, 18], '4': [52, 61, 89, 92], '5': [12, 10], '6': [85, 27], '7': [25, 86, 9], '8': [2, 55], '9': [20, 90, 70], '10': [30, 22, 24]}"
complete,cosine,12,"{'0': [81, 80, 5, 67, 57, 6, 59], '1': [91, 28, 18], '2': [76, 78], '3': [2, 55], '4': [52, 61, 89, 92], '5': [12, 10], '6': [85, 27], '7': [25, 86, 9], '8': [83, 46], '9': [20, 90, 70], '10': [30, 22, 24], '11': [84, 87]}"
complete,cosine,13,"{'0': [91, 28, 18], '1': [52, 61, 89, 92], '2': [76, 78], '3': [2, 55], '4': [5, 67, 57, 6], '5': [12, 10], '6': [85, 27], '7': [25, 86, 9], '8': [83, 46], '9': [20, 90, 70], '10': [30, 22, 24], '11': [84, 87], '12': [81, 80, 59]}"
complete,cosine,14,"{'0': [52, 61, 89, 92], '1': [5, 67, 57, 6], '2': [76, 78], '3': [2, 55], '4': [30, 22, 24], '5': [12, 10], '6': [85, 27], '7': [25, 86, 9], '8': [83, 46], '9': [20, 90, 70], '10': [91, 28], '11': [84, 87], '12': [81, 80, 59], '13': [18]}"
complete,cosine,15,"{'0': [5, 67, 57, 6], '1': [2, 55], '2': [76, 78], '3': [25, 86, 9], '4': [30, 22, 24], '5': [12, 10], '6': [85, 27], '7': [52, 89], '8': [83, 46], '9': [20, 90, 70], '10': [91, 28], '11': [84, 87], '12': [81, 80, 59], '13': [18], '14': [61, 92]}"
complete,cosine,16,"{'0': [2, 55], '1': [30, 22, 24], '2': [76, 78], '3': [25, 86, 9], '4': [91, 28], '5': [12, 10], '6': [85, 27], '7': [52, 89], '8': [83, 46], '9': [20, 90, 70], '10': [67, 57], '11': [84, 87], '12': [81, 80, 59], '13': [18], '14': [61, 92], '15': [5, 6]}"
complete,cosine,17,"{'0': [76, 78], '1': [30, 22, 24], '2': [12, 10], '3': [25, 86, 9], '4': [91, 28], '5': [81, 80, 59], '6': [85, 27], '7': [52, 89], '8': [83, 46], '9': [20, 90, 70], '10': [67, 57], '11': [84, 87], '12': [55], '13': [18], '14': [61, 92], '15': [5, 6], '16': [2]}"
complete,cosine,18,"{'0': [30, 22, 24], '1': [25, 86, 9], '2': [12, 10], '3': [52, 89], '4': [91, 28], '5': [81, 80, 59], '6': [85, 27], '7': [5, 6], '8': [83, 46], '9': [20, 90, 70], '10': [67, 57], '11': [84, 87], '12': [55], '13': [18], '14': [61, 92], '15': [78], '16': [2], '17': [76]}"
complete,cosine,19,"{'0': [25, 86, 9], '1': [52, 89], '2': [12, 10], '3': [83, 46], '4': [91, 28], '5': [81, 80, 59], '6': [85, 27], '7': [5, 6], '8': [22, 24], '9': [20, 90, 70], '10': [67, 57], '11': [84, 87], '12': [55], '13': [18], '14': [61, 92], '15': [78], '16': [2], '17': [76], '18': [30]}"
complete,cosine,20,"{'0': [12, 10], '1': [52, 89], '2': [81, 80, 59], '3': [83, 46], '4': [91, 28], '5': [84, 87], '6': [85, 27], '7': [5, 6], '8': [22, 24], '9': [20, 90, 70], '10': [67, 57], '11': [86, 9], '12': [55], '13': [18], '14': [61, 92], '15': [78], '16': [2], '17': [76], '18': [30], '19': [25]}"
complete,precomputed,2,"{'0': [83, 52, 80, 86, 5, 30, 55, 87, 46, 67, 90, 91, 89, 6, 28, 27, 92], '1': [81, 76, 25, 85, 20, 84, 78, 2, 12, 61, 22, 57, 9, 24, 59, 70, 18, 10]}"
complete,precomputed,3,"{'0': [81, 76, 25, 85, 20, 84, 78, 2, 12, 61, 22, 57, 9, 24, 59, 70, 18, 10], '1': [83, 30, 55, 87, 46, 67, 90, 91, 89, 6, 28, 92], '2': [52, 80, 86, 5, 27]}"
complete,precomputed,4,"{'0': [81, 25, 85, 20, 78, 12, 22, 9, 59, 70], '1': [76, 84, 2, 61, 57, 24, 18, 10], '2': [52, 80, 86, 5, 27], '3': [83, 30, 55, 87, 46, 67, 90, 91, 89, 6, 28, 92]}"
complete,precomputed,5,"{'0': [76, 84, 2, 61, 57, 24, 18, 10], '1': [25, 85, 20, 78, 12, 22, 59], '2': [52, 80, 86, 5, 27], '3': [83, 30, 55, 87, 46, 67, 90, 91, 89, 6, 28, 92], '4': [81, 9, 70]}"
complete,precomputed,6,"{'0': [25, 85, 20, 78, 12, 22, 59], '1': [83, 30, 55, 87, 46, 67, 90, 91, 89, 6, 28, 92], '2': [52, 80, 86, 5, 27], '3': [76, 2, 18, 10], '4': [81, 9, 70], '5': [84, 61, 57, 24]}"
complete,precomputed,7,"{'0': [83, 30, 55, 87, 46, 67, 90, 91, 89, 6, 28, 92], '1': [76, 2, 18, 10], '2': [52, 80, 86, 5, 27], '3': [25, 12, 22, 59], '4': [81, 9, 70], '5': [84, 61, 57, 24], '6': [85, 20, 78]}"
complete,precomputed,8,"{'0': [87, 46, 67, 90, 91, 89, 28, 92], '1': [76, 2, 18, 10], '2': [52, 80, 86, 5, 27], '3': [25, 12, 22, 59], '4': [81, 9, 70], '5': [84, 61, 57, 24], '6': [85, 20, 78], '7': [83, 30, 55, 6]}"
complete,precomputed,9,"{'0': [76, 2, 18, 10], '1': [87, 46, 67, 28, 92], '2': [52, 80, 86, 5, 27], '3': [25, 12, 22, 59], '4': [81, 9, 70], '5': [84, 61, 57, 24], '6': [85, 20, 78], '7': [83, 30, 55, 6], '8': [90, 91, 89]}"
complete,precomputed,10,"{'0': [52, 80, 86, 5, 27], '1': [87, 46, 67, 28, 92], '2': [84, 61, 57, 24], '3': [25, 12, 22, 59], '4': [81, 9, 70], '5': [18, 10], '6': [85, 20, 78], '7': [83, 30, 55, 6], '8': [90, 91, 89], '9': [76, 2]}"
complete,precomputed,11,"{'0': [87, 46, 67, 28, 92], '1': [25, 12, 22, 59], '2': [84, 61, 57, 24], '3': [83, 30, 55, 6], '4': [81, 9, 70], '5': [18, 10], '6': [85, 20, 78], '7': [52, 5, 27], '8': [90, 91, 89], '9': [76, 2], '10': [80, 86]}"
complete,precomputed,12,"{'0': [25, 12, 22, 59], '1': [83, 30, 55, 6], '2': [84, 61, 57, 24], '3': [46, 28, 92], '4': [81, 9, 70], '5': [18, 10], '6': [85, 20, 78], '7': [52, 5, 27], '8': [90, 91, 89], '9': [76, 2], '10': [80, 86], '11': [87, 67]}"
complete,precomputed,13,"{'0': [84, 61, 57, 24], '1': [83, 30, 55, 6], '2': [85, 20, 78], '3': [46, 28, 92], '4': [81, 9, 70], '5': [25, 59], '6': [12, 22], '7': [52, 5, 27], '8': [90, 91, 89], '9': [76, 2], '10': [80, 86], '11': [87, 67], '12': [18, 10]}"
complete,precomputed,14,"{'0': [83, 30, 55, 6], '1': [46, 28, 92], '2': [85, 20, 78], '3': [52, 5, 27], '4': [81, 9, 70], '5': [25, 59], '6': [12, 22], '7': [61, 57], '8': [90, 91, 89], '9': [76, 2], '10': [80, 86], '11': [87, 67], '12': [18, 10], '13': [84, 24]}"
complete,precomputed,15,"{'0': [46, 28, 92], '1': [52, 5, 27], '2': [85, 20, 78], '3': [90, 91, 89], '4': [81, 9, 70], '5': [25, 59], '6': [12, 22], '7': [61, 57], '8': [83, 30], '9': [76, 2], '10': [80, 86], '11': [87, 67], '12': [18, 10], '13': [84, 24], '14': [55, 6]}"
complete,precomputed,16,"{'0': [52, 5, 27], '1': [90, 91, 89], '2': [85, 20, 78], '3': [46, 92], '4': [81, 9, 70], '5': [25, 59], '6': [12, 22], '7': [61, 57], '8': [83, 30], '9': [76, 2], '10': [80, 86], '11': [87, 67], '12': [18, 10], '13': [84, 24], '14': [55, 6], '15': [28]}"
complete,precomputed,17,"{'0': [90, 91, 89], '1': [81, 9, 70], '2': [85, 20, 78], '3': [46, 92], '4': [52, 27], '5': [25, 59], '6': [12, 22], '7': [61, 57], '8': [83, 30], '9': [76, 2], '10': [80, 86], '11': [87, 67], '12': [18, 10], '13': [84, 24], '14': [55, 6], '15': [28], '16': [5]}"
complete,precomputed,18,"{'0': [81, 9, 70], '1': [46, 92], '2': [85, 20, 78], '3': [83, 30], '4': [52, 27], '5': [25, 59], '6': [12, 22], '7': [61, 57], '8': [91, 89], '9': [76, 2], '10': [80, 86], '11': [87, 67], '12': [18, 10], '13': [84, 24], '14': [55, 6], '15': [28], '16': [5], '17': [90]}"
complete,precomputed,19,"{'0': [46, 92], '1': [83, 30], '2': [85, 20, 78], '3': [91, 89], '4': [52, 27], '5': [25, 59], '6': [12, 22], '7': [61, 57], '8': [81, 9], '9': [76, 2], '10': [80, 86], '11': [87, 67], '12': [18, 10], '13': [84, 24], '14': [55, 6], '15': [28], '16': [5], '17': [90], '18': [70]}"
complete,precomputed,20,"{'0': [85, 20, 78], '1': [83, 30], '2': [12, 22], '3': [91, 89], '4': [52, 27], '5': [25, 59], '6': [55, 6], '7': [61, 57], '8': [81, 9], '9': [76, 2], '10': [80, 86], '11': [87, 67], '12': [18, 10], '13': [84, 24], '14': [92], '15': [28], '16': [5], '17': [90], '18': [70], '19': [46]}"
