Linkage,Affinity,Number_of_Clusters,TASK_Group
complete,euclidean,11,"{'0': [6, 29, 30], '1': [17, 34], '2': [33], '3': [7, 8, 9, 13, 15, 19, 23, 24, 40, 42], '4': [10, 21, 26, 28, 31, 35, 36, 37, 38], '5': [32], '6': [11], '7': [41], '8': [39], '9': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '10': [1, 3, 5]}"
complete,euclidean,12,"{'0': [17, 34], '1': [10, 21, 26, 28, 31, 35, 36, 37, 38], '2': [33], '3': [7, 8, 9, 13, 15, 19, 23, 24, 40, 42], '4': [1, 3, 5], '5': [32], '6': [11], '7': [41], '8': [39], '9': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '10': [6, 29], '11': [30]}"
complete,euclidean,13,"{'0': [10, 21, 26, 28, 31, 35, 36, 37, 38], '1': [1, 3, 5], '2': [33], '3': [7, 8, 9, 13, 15, 19, 23, 24, 40, 42], '4': [6, 29], '5': [32], '6': [11], '7': [41], '8': [39], '9': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '10': [34], '11': [30], '12': [17]}"
complete,euclidean,14,"{'0': [1, 3, 5], '1': [6, 29], '2': [37], '3': [7, 8, 9, 13, 15, 19, 23, 24, 40, 42], '4': [10, 21, 26, 28, 31, 35, 36, 38], '5': [32], '6': [33], '7': [41], '8': [39], '9': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '10': [34], '11': [30], '12': [17], '13': [11]}"
complete,euclidean,15,"{'0': [6, 29], '1': [1, 3], '2': [37], '3': [7, 8, 9, 13, 15, 19, 23, 24, 40, 42], '4': [10, 21, 26, 28, 31, 35, 36, 38], '5': [32], '6': [33], '7': [41], '8': [39], '9': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '10': [34], '11': [30], '12': [17], '13': [11], '14': [5]}"
complete,euclidean,16,"{'0': [1, 3], '1': [10, 21, 26, 28, 31, 35, 36, 38], '2': [37], '3': [7, 8, 9, 13, 15, 19, 23, 24, 40, 42], '4': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '5': [32], '6': [33], '7': [41], '8': [39], '9': [29], '10': [34], '11': [30], '12': [17], '13': [11], '14': [5], '15': [6]}"
complete,euclidean,17,"{'0': [10, 21, 26, 28, 31, 35, 36, 38], '1': [7, 8, 9, 13, 15, 19, 23, 24, 40, 42], '2': [37], '3': [41], '4': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '5': [32], '6': [33], '7': [6], '8': [39], '9': [29], '10': [34], '11': [30], '12': [17], '13': [11], '14': [5], '15': [3], '16': [1]}"
complete,euclidean,18,"{'0': [7, 8, 9, 13, 15, 19, 23, 24, 40, 42], '1': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '2': [37], '3': [21, 28, 35, 36, 38], '4': [10, 26, 31], '5': [32], '6': [33], '7': [6], '8': [41], '9': [29], '10': [34], '11': [30], '12': [17], '13': [11], '14': [5], '15': [3], '16': [1], '17': [39]}"
complete,euclidean,19,"{'0': [7, 8, 9, 15, 19, 23, 24, 40, 42], '1': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '2': [37], '3': [21, 28, 35, 36, 38], '4': [10, 26, 31], '5': [32], '6': [33], '7': [6], '8': [41], '9': [29], '10': [34], '11': [30], '12': [17], '13': [11], '14': [5], '15': [3], '16': [1], '17': [39], '18': [13]}"
complete,euclidean,20,"{'0': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '1': [10, 26, 31], '2': [37], '3': [21, 28, 35, 36, 38], '4': [7, 9, 24], '5': [32], '6': [33], '7': [6], '8': [41], '9': [8, 15, 19, 23, 40, 42], '10': [34], '11': [30], '12': [17], '13': [11], '14': [5], '15': [3], '16': [1], '17': [39], '18': [13], '19': [29]}"
complete,manhattan,2,"{'0': [1, 3, 5, 6, 7, 8, 9, 10, 11, 13, 15, 17, 19, 21, 23, 24, 26, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], '1': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27, 32]}"
complete,manhattan,3,"{'0': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27, 32], '1': [1, 3, 5, 6, 7, 8, 9, 10, 13, 15, 17, 19, 21, 23, 24, 26, 28, 29, 30, 31, 34, 35, 36, 37, 38, 40, 42], '2': [11, 33, 39, 41]}"
complete,manhattan,4,"{'0': [1, 3, 5, 6, 7, 8, 9, 10, 13, 15, 17, 19, 21, 23, 24, 26, 28, 29, 30, 31, 34, 35, 36, 37, 38, 40, 42], '1': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '2': [11, 33, 39, 41], '3': [32]}"
complete,manhattan,5,"{'0': [11, 33, 39, 41], '1': [7, 8, 13, 15, 19, 23, 24, 40, 42], '2': [1, 3, 5, 6, 9, 10, 17, 21, 26, 28, 29, 30, 31, 34, 35, 36, 37, 38], '3': [32], '4': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27]}"
complete,manhattan,6,"{'0': [33, 39, 41], '1': [7, 8, 13, 15, 19, 23, 24, 40, 42], '2': [1, 3, 5, 6, 9, 10, 17, 21, 26, 28, 29, 30, 31, 34, 35, 36, 37, 38], '3': [32], '4': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '5': [11]}"
complete,manhattan,7,"{'0': [1, 3, 5, 6, 9, 10, 17, 21, 26, 28, 29, 30, 31, 34, 35, 36, 37, 38], '1': [7, 8, 13, 15, 19, 23, 24, 40, 42], '2': [39, 41], '3': [32], '4': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '5': [11], '6': [33]}"
complete,manhattan,8,"{'0': [5, 6, 9, 17, 21, 28, 30, 34, 35, 36, 37, 38], '1': [1, 3, 10, 26, 29, 31], '2': [39, 41], '3': [7, 8, 13, 15, 19, 23, 24, 40, 42], '4': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '5': [11], '6': [33], '7': [32]}"
complete,manhattan,9,"{'0': [17, 30, 34], '1': [5, 6, 9, 21, 28, 35, 36, 37, 38], '2': [39, 41], '3': [1, 3, 10, 26, 29, 31], '4': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '5': [11], '6': [33], '7': [32], '8': [7, 8, 13, 15, 19, 23, 24, 40, 42]}"
complete,manhattan,10,"{'0': [39, 41], '1': [5, 6, 9, 21, 28, 35, 36, 37, 38], '2': [17, 34], '3': [1, 3, 10, 26, 29, 31], '4': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '5': [11], '6': [33], '7': [32], '8': [7, 8, 13, 15, 19, 23, 24, 40, 42], '9': [30]}"
complete,manhattan,11,"{'0': [5, 6, 9, 21, 28, 35, 36, 37, 38], '1': [1, 3, 10, 26, 29, 31], '2': [17, 34], '3': [7, 8, 13, 15, 19, 23, 24, 40, 42], '4': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '5': [11], '6': [33], '7': [32], '8': [41], '9': [30], '10': [39]}"
complete,manhattan,12,"{'0': [17, 34], '1': [1, 3, 10, 26, 29, 31], '2': [5, 6, 37], '3': [7, 8, 13, 15, 19, 23, 24, 40, 42], '4': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '5': [9, 21, 28, 35, 36, 38], '6': [33], '7': [32], '8': [41], '9': [30], '10': [39], '11': [11]}"
complete,manhattan,13,"{'0': [1, 3, 10, 26, 29, 31], '1': [7, 8, 13, 15, 19, 23, 24, 40, 42], '2': [5, 6, 37], '3': [41], '4': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '5': [9, 21, 28, 35, 36, 38], '6': [33], '7': [32], '8': [34], '9': [30], '10': [39], '11': [11], '12': [17]}"
complete,manhattan,14,"{'0': [7, 8, 13, 15, 19, 23, 24, 40, 42], '1': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '2': [5, 6, 37], '3': [41], '4': [1, 3, 10, 26], '5': [9, 21, 28, 35, 36, 38], '6': [29, 31], '7': [32], '8': [34], '9': [30], '10': [39], '11': [11], '12': [17], '13': [33]}"
complete,manhattan,15,"{'0': [5, 6, 37], '1': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '2': [8, 13, 15, 19, 23, 24, 40, 42], '3': [41], '4': [1, 3, 10, 26], '5': [9, 21, 28, 35, 36, 38], '6': [29, 31], '7': [32], '8': [34], '9': [30], '10': [39], '11': [11], '12': [17], '13': [33], '14': [7]}"
complete,manhattan,16,"{'0': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '1': [1, 3, 10, 26], '2': [8, 13, 15, 19, 23, 24, 40, 42], '3': [41], '4': [5, 37], '5': [9, 21, 28, 35, 36, 38], '6': [29, 31], '7': [32], '8': [34], '9': [30], '10': [39], '11': [11], '12': [17], '13': [33], '14': [7], '15': [6]}"
complete,manhattan,17,"{'0': [1, 3, 10, 26], '1': [5, 37], '2': [8, 13, 15, 19, 23, 24, 40, 42], '3': [12, 16, 18, 20, 27], '4': [2, 4, 14, 22, 25], '5': [9, 21, 28, 35, 36, 38], '6': [29, 31], '7': [41], '8': [34], '9': [30], '10': [39], '11': [11], '12': [17], '13': [33], '14': [7], '15': [6], '16': [32]}"
complete,manhattan,18,"{'0': [8, 13, 15, 19, 23, 24, 40, 42], '1': [5, 37], '2': [9, 21, 28, 35, 36, 38], '3': [12, 16, 18, 20, 27], '4': [2, 4, 14, 22, 25], '5': [3, 10, 26], '6': [29, 31], '7': [41], '8': [34], '9': [30], '10': [39], '11': [11], '12': [17], '13': [33], '14': [7], '15': [6], '16': [32], '17': [1]}"
complete,manhattan,19,"{'0': [13, 24], '1': [5, 37], '2': [9, 21, 28, 35, 36, 38], '3': [8, 15, 19, 23, 40, 42], '4': [2, 4, 14, 22, 25], '5': [3, 10, 26], '6': [29, 31], '7': [41], '8': [12, 16, 18, 20, 27], '9': [30], '10': [39], '11': [11], '12': [17], '13': [33], '14': [7], '15': [6], '16': [32], '17': [1], '18': [34]}"
complete,manhattan,20,"{'0': [9, 21, 28, 35, 36, 38], '1': [5, 37], '2': [3, 10, 26], '3': [8, 15, 19, 23, 40, 42], '4': [2, 4, 14, 22, 25], '5': [24], '6': [29, 31], '7': [41], '8': [12, 16, 18, 20, 27], '9': [30], '10': [39], '11': [11], '12': [17], '13': [33], '14': [7], '15': [6], '16': [32], '17': [1], '18': [34], '19': [13]}"
complete,cosine,2,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], '1': [32]}"
complete,cosine,3,"{'0': [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], '1': [32], '2': [2, 25]}"
complete,cosine,4,"{'0': [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], '1': [32], '2': [2, 25], '3': [14]}"
complete,cosine,5,"{'0': [2, 25], '1': [1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 21, 23, 24, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], '2': [4, 18, 22], '3': [14], '4': [32]}"
complete,cosine,6,"{'0': [4, 18, 22], '1': [1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 21, 23, 24, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], '2': [25], '3': [14], '4': [32], '5': [2]}"
complete,cosine,7,"{'0': [4, 18], '1': [1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 21, 23, 24, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], '2': [25], '3': [14], '4': [32], '5': [2], '6': [22]}"
complete,cosine,8,"{'0': [1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 21, 23, 24, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], '1': [32], '2': [25], '3': [14], '4': [18], '5': [2], '6': [22], '7': [4]}"
complete,cosine,9,"{'0': [1, 3, 5, 7, 8, 9, 10, 11, 12, 15, 16, 17, 19, 20, 21, 23, 24, 26, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41], '1': [6, 13, 27, 42], '2': [25], '3': [32], '4': [18], '5': [2], '6': [22], '7': [4], '8': [14]}"
complete,cosine,10,"{'0': [1, 3, 5, 8, 9, 10, 11, 12, 15, 16, 17, 19, 20, 21, 23, 24, 26, 28, 30, 33, 34, 35, 36, 37, 38, 39, 40, 41], '1': [6, 13, 27, 42], '2': [25], '3': [32], '4': [7, 29, 31], '5': [2], '6': [22], '7': [4], '8': [14], '9': [18]}"
complete,cosine,11,"{'0': [1, 3, 5, 8, 9, 10, 12, 15, 16, 17, 19, 21, 23, 24, 26, 28, 30, 33, 34, 35, 36, 37, 38, 39, 40, 41], '1': [6, 13, 27, 42], '2': [25], '3': [32], '4': [11, 20], '5': [2], '6': [22], '7': [4], '8': [14], '9': [18], '10': [7, 29, 31]}"
complete,cosine,12,"{'0': [1, 3, 5, 8, 9, 10, 12, 16, 19, 21, 24, 26, 28, 30, 33, 35, 36, 37, 38, 39, 40, 41], '1': [6, 13, 27, 42], '2': [15, 17, 23, 34], '3': [32], '4': [11, 20], '5': [25], '6': [22], '7': [4], '8': [14], '9': [18], '10': [7, 29, 31], '11': [2]}"
complete,cosine,13,"{'0': [6, 13, 27, 42], '1': [1, 3, 9, 10, 24, 26, 36, 39, 41], '2': [15, 17, 23, 34], '3': [32], '4': [11, 20], '5': [5, 8, 12, 16, 19, 21, 28, 30, 33, 35, 37, 38, 40], '6': [22], '7': [4], '8': [14], '9': [18], '10': [7, 29, 31], '11': [2], '12': [25]}"
complete,cosine,14,"{'0': [1, 3, 9, 10, 24, 26, 36, 39, 41], '1': [6, 27, 42], '2': [15, 17, 23, 34], '3': [32], '4': [11, 20], '5': [5, 8, 12, 16, 19, 21, 28, 30, 33, 35, 37, 38, 40], '6': [22], '7': [4], '8': [14], '9': [18], '10': [7, 29, 31], '11': [2], '12': [25], '13': [13]}"
complete,cosine,15,"{'0': [15, 17, 23, 34], '1': [6, 27, 42], '2': [5, 8, 12, 16, 19, 21, 28, 30, 33, 35, 37, 38, 40], '3': [32], '4': [11, 20], '5': [9, 10, 26, 39, 41], '6': [1, 3, 24, 36], '7': [4], '8': [14], '9': [18], '10': [7, 29, 31], '11': [2], '12': [25], '13': [13], '14': [22]}"
complete,cosine,16,"{'0': [5, 8, 12, 16, 19, 21, 28, 30, 33, 35, 37, 38, 40], '1': [6, 27, 42], '2': [15, 17, 23], '3': [34], '4': [11, 20], '5': [9, 10, 26, 39, 41], '6': [1, 3, 24, 36], '7': [32], '8': [14], '9': [18], '10': [7, 29, 31], '11': [2], '12': [25], '13': [13], '14': [22], '15': [4]}"
complete,cosine,17,"{'0': [6, 27, 42], '1': [11, 20], '2': [15, 17, 23], '3': [19, 30], '4': [7, 29, 31], '5': [9, 10, 26, 39, 41], '6': [1, 3, 24, 36], '7': [34], '8': [14], '9': [18], '10': [5, 8, 12, 16, 21, 28, 33, 35, 37, 38, 40], '11': [2], '12': [25], '13': [13], '14': [22], '15': [4], '16': [32]}"
complete,cosine,18,"{'0': [11, 20], '1': [6, 27], '2': [15, 17, 23], '3': [19, 30], '4': [7, 29, 31], '5': [9, 10, 26, 39, 41], '6': [1, 3, 24, 36], '7': [34], '8': [42], '9': [18], '10': [5, 8, 12, 16, 21, 28, 33, 35, 37, 38, 40], '11': [2], '12': [25], '13': [13], '14': [22], '15': [4], '16': [32], '17': [14]}"
complete,cosine,19,"{'0': [15, 17, 23], '1': [6, 27], '2': [9, 10, 26, 39, 41], '3': [19, 30], '4': [7, 29, 31], '5': [25], '6': [1, 3, 24, 36], '7': [34], '8': [42], '9': [18], '10': [5, 8, 12, 16, 21, 28, 33, 35, 37, 38, 40], '11': [2], '12': [20], '13': [13], '14': [22], '15': [4], '16': [32], '17': [14], '18': [11]}"
complete,cosine,20,"{'0': [6, 27], '1': [7, 29, 31], '2': [9, 10, 26, 39, 41], '3': [19, 30], '4': [5, 8, 12, 16, 21, 28, 33, 35, 37, 38, 40], '5': [25], '6': [1, 3, 24, 36], '7': [34], '8': [42], '9': [18], '10': [15, 23], '11': [2], '12': [20], '13': [13], '14': [22], '15': [4], '16': [32], '17': [14], '18': [11], '19': [17]}"
complete,precomputed,2,"{'0': [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40, 42], '1': [1, 17, 39, 41]}"
complete,precomputed,3,"{'0': [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 34, 35, 36, 37, 38, 40, 42], '1': [1, 17, 39, 41], '2': [32, 33]}"
complete,precomputed,4,"{'0': [2, 3, 5, 6, 7, 9, 10, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 34, 35, 36, 38, 40, 42], '1': [1, 17, 39, 41], '2': [32, 33], '3': [4, 8, 11, 18, 37]}"
complete,precomputed,5,"{'0': [1, 17, 39, 41], '1': [2, 3, 5, 7, 9, 10, 12, 14, 15, 16, 19, 21, 22, 24, 26, 27, 28, 31, 34, 35, 38, 40, 42], '2': [32, 33], '3': [4, 8, 11, 18, 37], '4': [6, 13, 20, 23, 25, 29, 30, 36]}"
complete,precomputed,6,"{'0': [2, 3, 5, 7, 9, 10, 12, 14, 15, 16, 19, 21, 22, 24, 26, 27, 28, 31, 34, 35, 38, 40, 42], '1': [6, 13, 20, 23, 25, 29, 30, 36], '2': [32, 33], '3': [4, 8, 11, 18, 37], '4': [1, 17, 41], '5': [39]}"
complete,precomputed,7,"{'0': [6, 13, 20, 23, 25, 29, 30, 36], '1': [2, 3, 5, 7, 10, 12, 19, 24, 27, 31, 34, 35, 38, 42], '2': [9, 14, 15, 16, 21, 22, 26, 28, 40], '3': [4, 8, 11, 18, 37], '4': [1, 17, 41], '5': [39], '6': [32, 33]}"
complete,precomputed,8,"{'0': [2, 3, 5, 7, 10, 12, 19, 24, 27, 31, 34, 35, 38, 42], '1': [1, 17, 41], '2': [9, 14, 15, 16, 21, 22, 26, 28, 40], '3': [4, 8, 11, 18, 37], '4': [13, 20, 25, 30, 36], '5': [39], '6': [32, 33], '7': [6, 23, 29]}"
complete,precomputed,9,"{'0': [1, 17, 41], '1': [2, 3, 7, 10, 19, 27, 34, 38, 42], '2': [9, 14, 15, 16, 21, 22, 26, 28, 40], '3': [5, 12, 24, 31, 35], '4': [13, 20, 25, 30, 36], '5': [39], '6': [32, 33], '7': [6, 23, 29], '8': [4, 8, 11, 18, 37]}"
complete,precomputed,10,"{'0': [2, 3, 7, 10, 19, 27, 34, 38, 42], '1': [5, 12, 24, 31, 35], '2': [9, 14, 15, 16, 21, 22, 26, 28, 40], '3': [4, 8, 11, 18, 37], '4': [13, 20, 25, 30, 36], '5': [39], '6': [32, 33], '7': [6, 23, 29], '8': [1, 17], '9': [41]}"
complete,precomputed,11,"{'0': [5, 12, 24, 31, 35], '1': [4, 8, 11, 18, 37], '2': [9, 14, 15, 16, 21, 22, 26, 28, 40], '3': [2, 7, 10, 19, 27, 34, 38, 42], '4': [13, 20, 25, 30, 36], '5': [39], '6': [32, 33], '7': [6, 23, 29], '8': [1, 17], '9': [41], '10': [3]}"
complete,precomputed,12,"{'0': [9, 14, 15, 16, 21, 22, 26, 28, 40], '1': [4, 8, 11, 18, 37], '2': [31, 35], '3': [2, 7, 10, 19, 27, 34, 38, 42], '4': [13, 20, 25, 30, 36], '5': [5, 12, 24], '6': [32, 33], '7': [6, 23, 29], '8': [1, 17], '9': [41], '10': [3], '11': [39]}"
complete,precomputed,13,"{'0': [4, 8, 11, 18, 37], '1': [2, 7, 10, 19, 27, 34, 38, 42], '2': [31, 35], '3': [9, 14, 15, 16, 21, 22, 26, 40], '4': [13, 20, 25, 30, 36], '5': [5, 12, 24], '6': [32, 33], '7': [6, 23, 29], '8': [1, 17], '9': [41], '10': [3], '11': [39], '12': [28]}"
complete,precomputed,14,"{'0': [2, 7, 10, 19, 27, 34, 38, 42], '1': [9, 14, 15, 16, 21, 22, 26, 40], '2': [31, 35], '3': [1, 17], '4': [13, 20, 25, 30, 36], '5': [5, 12, 24], '6': [4, 11], '7': [6, 23, 29], '8': [8, 18, 37], '9': [41], '10': [3], '11': [39], '12': [28], '13': [32, 33]}"
complete,precomputed,15,"{'0': [9, 14, 15, 16, 21, 22, 26, 40], '1': [13, 20, 25, 30, 36], '2': [31, 35], '3': [1, 17], '4': [7, 19, 27, 38, 42], '5': [5, 12, 24], '6': [2, 10, 34], '7': [6, 23, 29], '8': [8, 18, 37], '9': [41], '10': [3], '11': [39], '12': [28], '13': [32, 33], '14': [4, 11]}"
complete,precomputed,16,"{'0': [13, 20, 25, 30, 36], '1': [9, 15, 16, 21, 40], '2': [31, 35], '3': [1, 17], '4': [7, 19, 27, 38, 42], '5': [5, 12, 24], '6': [2, 10, 34], '7': [6, 23, 29], '8': [8, 18, 37], '9': [41], '10': [3], '11': [39], '12': [28], '13': [32, 33], '14': [4, 11], '15': [14, 22, 26]}"
complete,precomputed,17,"{'0': [9, 15, 16, 21, 40], '1': [1, 17], '2': [31, 35], '3': [6, 23, 29], '4': [7, 19, 27, 38, 42], '5': [5, 12, 24], '6': [2, 10, 34], '7': [13, 25, 30], '8': [8, 18, 37], '9': [41], '10': [3], '11': [39], '12': [28], '13': [32, 33], '14': [4, 11], '15': [14, 22, 26], '16': [20, 36]}"
complete,precomputed,18,"{'0': [1, 17], '1': [7, 19, 27, 38, 42], '2': [31, 35], '3': [6, 23, 29], '4': [16, 21, 40], '5': [5, 12, 24], '6': [2, 10, 34], '7': [13, 25, 30], '8': [8, 18, 37], '9': [41], '10': [3], '11': [39], '12': [28], '13': [32, 33], '14': [4, 11], '15': [14, 22, 26], '16': [20, 36], '17': [9, 15]}"
complete,precomputed,19,"{'0': [7, 19, 27, 38, 42], '1': [6, 23, 29], '2': [31, 35], '3': [8, 18, 37], '4': [16, 21, 40], '5': [5, 12, 24], '6': [2, 10, 34], '7': [13, 25, 30], '8': [9, 15], '9': [41], '10': [3], '11': [39], '12': [28], '13': [32, 33], '14': [4, 11], '15': [14, 22, 26], '16': [20, 36], '17': [17], '18': [1]}"
complete,precomputed,20,"{'0': [6, 23, 29], '1': [7, 27, 38], '2': [31, 35], '3': [8, 18, 37], '4': [16, 21, 40], '5': [5, 12, 24], '6': [2, 10, 34], '7': [13, 25, 30], '8': [9, 15], '9': [19, 42], '10': [3], '11': [39], '12': [28], '13': [32, 33], '14': [4, 11], '15': [14, 22, 26], '16': [20, 36], '17': [17], '18': [1], '19': [41]}"
